linea,estacion,afluencia_promedio,capacidad_estimada,indice_saturacion,categoria_saturacion
LÍNEA 11,Santa Anita,3570.0,119181,2.995443904649231,Baja
LIENA 5,Santa Anita,2339.0,119181,1.962561146491471,Baja
L7,Santa Anita,8190.0,119181,6.871900722430589,Baja
LINÉA 3,Santa Anita,3705.6666666666665,119181,3.1092763667586834,Baja
LINENA 1,Santa Anita,2659.5,119181,2.231479849976087,Baja
L4,Talismán,5240.3538714315055,15196,34.48508733503228,Baja
L-4,Talismán,5833.181818181818,15196,38.38629782957238,Baja
LINEA  6,Talismán,4536.0,15196,29.849960515925243,Baja
LÍNEA 4,Talismán,2978.2649082568805,15196,19.59900571371993,Baja
LINÉA 3,Talismán,4706.0,15196,30.968675967359832,Baja
L7,Talismán,3867.5,15196,25.45077652013688,Baja
LINENA 1,Talismán,3616.0,15196,23.7957357199263,Baja
LNIEA 4,Talismán,5657.0,15196,37.226901816267436,Baja
LIENA 5,Talismán,4217.0,15196,27.75072387470387,Baja
LINEA 12,Tezonco,18828.5419921875,48368,38.92768357630562,Baja
LNIEA 4,Tezonco,24577.0,48368,50.81252067482633,Media
LÍNEA 11,Tezonco,21474.0,48368,44.39712206417466,Baja
LINEA  6,Tezonco,15768.0,48368,32.60006615944426,Baja
LINEA B2,Tezonco,21130.0,48368,43.68590803837248,Baja
LÍNEA 12,Tezonco,13173.90756302521,48368,27.236825097223804,Baja
LINÉA 3,Tezonco,20051.0,48368,41.45509427720807,Baja
LINEA 12,Tlaltenco,3115.039825970549,12345,25.233210416934376,Baja
L7,Tlaltenco,2383.75,12345,19.309437019036046,Baja
LÍNEA 11,Tlaltenco,2331.0,12345,18.88213851761847,Baja
LINÉA 3,Tlaltenco,2619.0,12345,21.215066828675578,Baja
LÍNEA 12,Tlaltenco,2469.2479338842977,12345,20.002008374923435,Baja
L8,Uam-i,24398.52026063938,48268,50.54802407524526,Media
L-8,Uam-i,27152.14285714286,48268,56.25288567403427,Media
LÍNEA 8,Uam-i,19481.99430523918,48268,40.36213289392388,Baja
LINEA  6,Uam-i,24545.0,48268,50.851495815032735,Media
LÍNEA 11,Uam-i,14018.0,48268,29.04201541393884,Baja
L7,Uam-i,26101.25,48268,54.07568161100522,Media
LNIEA 4,Uam-i,20525.333333333332,48268,42.523687190961574,Baja
LINENA 1,Uam-i,29123.25,48268,60.336558382365126,Media
LINEA B2,Uam-i,14848.0,48268,30.761581171790837,Baja
LIENA 5,Uam-i,21998.0,48268,45.574707880997764,Baja
L2,Viaducto,20163.34267722933,41125,49.02940468627193,Baja
LÍNEA 2,Viaducto,11051.32075471698,41125,26.87251247347594,Baja
L-2,Viaducto,17367.125,41125,42.23009118541034,Baja
LNIEA 4,Viaducto,11361.0,41125,27.62553191489362,Baja
LÍNEA 11,Viaducto,24691.0,41125,60.03890577507599,Media
LINENA 1,Viaducto,17305.0,41125,42.0790273556231,Baja
LIENA 5,Viaducto,10492.0,41125,25.51246200607903,Baja
LINÉA 3,Viaducto,14138.0,41125,34.37811550151976,Baja
L1,Boulevard Puerto Aéreo,26142.29395776709,59494,43.94105953166217,Baja
LÍNEA 1,Boulevard Puerto Aéreo,14228.680890538033,59494,23.916161109587577,Baja
L7,Boulevard Puerto Aéreo,30174.5,59494,50.71855985477527,Media
LINEA B2,Boulevard Puerto Aéreo,24282.5,59494,40.815040172118195,Baja
LNIEA 4,Boulevard Puerto Aéreo,24185.25,59494,40.65157831041786,Baja
L-1,Boulevard Puerto Aéreo,27302.75,59494,45.89160251453928,Baja
LIENA 5,Boulevard Puerto Aéreo,14465.0,59494,24.313376138770295,Baja
LÍNEA 11,Boulevard Puerto Aéreo,23033.0,59494,38.714828386055736,Baja
LINENA 1,Boulevard Puerto Aéreo,16029.0,59494,26.94221266010018,Baja
L8,Chabacano,3901.9634443541836,52088,7.491098610724512,Baja
L9,Chabacano,9926.062131979696,52088,19.056331846067607,Baja
L2,Chabacano,26338.053466151658,52088,50.56453207293745,Media
LÍNEA 2,Chabacano,17697.18192627824,52088,33.975545089614194,Baja
LÍNEA 8,Chabacano,3178.5866364665912,52088,6.102339572390169,Baja
LINÉA 3,Chabacano,12158.0,52088,23.34126862233144,Baja
L-2,Chabacano,27551.4,52088,52.89394870219628,Media
LÍNEA 9,Chabacano,8178.243428571429,52088,15.70082058933234,Baja
L7,Chabacano,16775.11111111111,52088,32.20532773596819,Baja
L-9,Chabacano,7337.8,52088,14.087313776685608,Baja
LNIEA 4,Chabacano,8719.6,52088,16.74013208416526,Baja
L-8,Chabacano,3521.6,52088,6.760866226386115,Baja
LINEA B2,Chabacano,14503.333333333334,52088,27.843905186095324,Baja
LÍNEA 11,Chabacano,14696.4,52088,28.2145599754262,Baja
LINEA  6,Chabacano,8244.4,52088,15.827829826447552,Baja
LIENA 5,Chabacano,7810.75,52088,14.995296421440637,Baja
LINENA 1,Chabacano,8192.333333333334,52088,15.727870782777863,Baja
L7,Constituyentes,9046.43960558751,27889,32.43730361643483,Baja
LÍNEA 7,Constituyentes,4520.667808219178,27889,16.209501266517904,Baja
LINENA 1,Constituyentes,8393.0,27889,30.094302413137797,Baja
LINÉA 3,Constituyentes,8560.25,27889,30.69400121911865,Baja
L-7,Constituyentes,9746.2,27889,34.94639463587795,Baja
LINEA  6,Constituyentes,6291.0,27889,22.55728064828427,Baja
LÍNEA 11,Constituyentes,8375.0,27889,30.029760837606222,Baja
LINEA B2,Constituyentes,6413.0,27889,22.99472910466492,Baja
L5,Consulado,4812.30839601545,30837,15.605630885025942,Baja
L4,Consulado,4118.993103448276,30837,13.357308115083427,Baja
LÍNEA 4,Consulado,2635.4210526315787,30837,8.546295205861721,Baja
LÍNEA 5,Consulado,3934.3781902552205,30837,12.758628239631678,Baja
L-4,Consulado,4543.5,30837,14.733923533417649,Baja
L-5,Consulado,5078.285714285715,30837,16.468157454634742,Baja
LNIEA 4,Consulado,4262.142857142857,30837,13.821522382666462,Baja
LÍNEA 11,Consulado,5383.0,30837,17.4563024937575,Baja
LIENA 5,Consulado,4543.0,30837,14.732302104614586,Baja
LINÉA 3,Consulado,4074.8,30837,13.213996173428026,Baja
LINEA B2,Consulado,3104.5,30837,10.067451438207348,Baja
LINENA 1,Consulado,2437.0,30837,7.90284398612057,Baja
L7,Consulado,3483.0,30837,11.29487304212472,Baja
L8,Doctores,11394.512456957667,24269,46.950893967438574,Baja
LINÉA 3,Doctores,11440.666666666666,24269,47.141071600258215,Baja
LÍNEA 8,Doctores,9488.33408577878,24269,39.0965185453821,Baja
LINEA  6,Doctores,13837.0,24269,57.0151221723186,Media
L-8,Doctores,10214.285714285714,24269,42.087789831825425,Baja
LNIEA 4,Doctores,9796.5,24269,40.36631093164119,Baja
LINEA B2,Doctores,13152.0,24269,54.192591371708765,Media
LIENA 5,Doctores,14824.0,24269,61.082038814949115,Media
LÍNEA 11,Doctores,11944.0,24269,49.21504800362603,Baja
LB,Ecatepec,26145.58429701765,48241,54.19784891900593,Media
L-B,Ecatepec,30614.5,48241,63.46157832549076,Media
LÍNEA 11,Ecatepec,18871.5,48241,39.119213946642894,Baja
LÍNEA B,Ecatepec,17514.400688863374,48241,36.306048151703685,Baja
LINÉA 3,Ecatepec,23647.0,48241,49.018469766381294,Baja
LNIEA 4,Ecatepec,28371.333333333332,48241,58.81166089702396,Media
LINEA B2,Ecatepec,23382.8,48241,48.470802844053814,Baja
LINEA  6,Ecatepec,17307.5,48241,35.877158433697474,Baja
LIENA 5,Ecatepec,39272.0,48241,81.4079310130387,Alta
LINENA 1,Ecatepec,34839.0,48241,72.21865218382703,Media
L7,Ecatepec,10961.5,48241,22.72237308513505,Baja
L5,La Raza,9923.587469487387,76093,13.041393386365877,Baja
L3,La Raza,31159.324781103645,76093,40.94900290579113,Baja
LÍNEA 5,La Raza,7799.736363636363,76093,10.250267913784926,Baja
LÍNEA 3,La Raza,22156.72087658593,76093,29.117948926426777,Baja
LÍNEA 11,La Raza,32146.5,76093,42.24633014863391,Baja
LINÉA 3,La Raza,14977.4,76093,19.68301946302551,Baja
L-3,La Raza,33380.444444444445,76093,43.86795690069316,Baja
L-5,La Raza,8555.857142857143,76093,11.243947725621467,Baja
LNIEA 4,La Raza,35664.0,76093,46.86896297951191,Baja
LIENA 5,La Raza,31784.333333333332,76093,41.77037747668423,Baja
LINEA  6,La Raza,39391.0,76093,51.76691679917995,Media
LINENA 1,La Raza,15251.333333333334,76093,20.043017535559557,Baja
LB,Múzquiz,30540.509791921664,54428,56.11176194591325,Media
LNIEA 4,Múzquiz,35079.0,54428,64.45028294260308,Media
LÍNEA B,Múzquiz,23013.712018140588,54428,42.28285444649921,Baja
L-B,Múzquiz,32675.333333333332,54428,60.03405110114891,Media
LINEA B2,Múzquiz,29378.75,54428,53.97727272727273,Media
LIENA 5,Múzquiz,42668.0,54428,78.39347394723303,Media
LINENA 1,Múzquiz,29127.5,54428,53.51565370765048,Media
LINÉA 3,Múzquiz,26124.0,54428,47.997354302932315,Baja
L1,Observatorio,66565.78556111509,113358,58.72173605843001,Media
LINÉA 3,Observatorio,64303.2,113358,56.72577144974329,Media
L7,Observatorio,66301.0,113358,58.48815257855643,Media
LÍNEA 1,Observatorio,36389.22621809745,113358,32.10115405890846,Baja
L-1,Observatorio,60128.28571428572,113358,53.04282513301727,Media
LINEA  6,Observatorio,67132.5,113358,59.22166940136558,Media
LINENA 1,Observatorio,87863.0,113358,77.50930679793221,Media
LIENA 5,Observatorio,64405.5,113358,56.816016514052826,Media
LNIEA 4,Observatorio,53571.0,113358,47.25824379399778,Baja
LÍNEA 11,Observatorio,36537.5,113358,32.231955397942805,Baja
LINEA B2,Observatorio,53411.0,113358,47.11709804336704,Baja
LA,Peñón Viejo,12779.810257492612,29663,43.08333701072923,Baja
LÍNEA A,Peñón Viejo,10832.2471395881,29663,36.5177060296939,Baja
L-A,Peñón Viejo,14990.625,29663,50.53644270640192,Media
LINENA 1,Peñón Viejo,8156.5,29663,27.497218757374508,Baja
LIENA 5,Peñón Viejo,3219.0,29663,10.851903044196472,Baja
L7,Peñón Viejo,12862.0,29663,43.36041533223207,Baja
LINEA B2,Peñón Viejo,10387.5,29663,35.018373057344164,Baja
LÍNEA 11,Peñón Viejo,12381.666666666666,29663,41.74111407027834,Baja
LINÉA 3,Peñón Viejo,10705.0,29663,36.08873006776118,Baja
L7,Polanco,30730.76505169268,61472,49.99148401173328,Baja
LINEA  6,Polanco,38550.0,61472,62.7114783966684,Media
LÍNEA 11,Polanco,29895.666666666668,61472,48.63298195384348,Baja
LIENA 5,Polanco,39997.0,61472,65.06539562727745,Media
LINEA B2,Polanco,38414.0,61472,62.49023945861531,Media
LNIEA 4,Polanco,36705.0,61472,59.71011192087454,Media
L-7,Polanco,24615.545454545456,61472,40.043508352657234,Baja
LÍNEA 7,Polanco,18689.498285714286,61472,30.40327024615156,Baja
LINENA 1,Polanco,11402.0,61472,18.548282144716293,Baja
L9,Puebla,31211.015608295915,62780,49.71490221136654,Baja
LÍNEA 9,Puebla,27865.63023255814,62780,44.38615838253925,Baja
L-9,Puebla,29487.0,62780,46.96877986619943,Baja
LINENA 1,Puebla,26520.0,62780,42.24275246893915,Baja
LINEA  6,Puebla,36491.333333333336,62780,58.12573006265266,Media
LIENA 5,Puebla,40236.0,62780,64.09047467346288,Media
L2,San Cosme,23514.938261575953,48198,48.78820337270417,Baja
L-2,San Cosme,24757.8,48198,51.36686169550604,Media
LÍNEA 2,San Cosme,14008.192714453584,48198,29.063846455150806,Baja
LINEA  6,San Cosme,29261.0,48198,60.709987966305654,Media
LINEA B2,San Cosme,21408.5,48198,44.417818166728914,Baja
LÍNEA 11,San Cosme,22470.0,48198,46.62019170919955,Baja
LIENA 5,San Cosme,15802.0,48198,32.78559276318519,Baja
LINÉA 3,San Cosme,17084.0,48198,35.445454168222746,Baja
LINENA 1,San Cosme,4269.0,48198,8.857213992281837,Baja
L7,San Joaquín,22060.380913705583,44626,49.433919494701705,Baja
LÍNEA 7,San Joaquín,15394.020454545454,44626,34.4956313685866,Baja
L-7,San Joaquín,25814.25,44626,57.845762559942635,Media
LINEA B2,San Joaquín,22670.25,44626,50.80054228476673,Media
LINENA 1,San Joaquín,22449.0,44626,50.30475507551652,Media
LINEA  6,San Joaquín,11568.5,44626,25.923228611123562,Baja
LIENA 5,San Joaquín,27887.0,44626,62.490476403890106,Media
LÍNEA 11,San Joaquín,12203.0,44626,27.345045489176712,Baja
LB,San Lázaro,14638.100040749796,62442,23.44271490463117,Baja
L1,San Lázaro,27535.516715419973,62442,44.09774945616728,Baja
L-B,San Lázaro,13459.111111111111,62442,21.55458042841535,Baja
LÍNEA B,San Lázaro,13863.794382022472,62442,22.202675093722927,Baja
L-1,San Lázaro,29372.444444444445,62442,47.039563826341954,Baja
L7,San Lázaro,20013.666666666668,62442,32.05161056126752,Baja
LIENA 5,San Lázaro,19895.0,62442,31.861567534672176,Baja
LINEA B2,San Lázaro,24951.0,62442,39.958681656577305,Baja
LINENA 1,San Lázaro,23694.0,62442,37.94561352935524,Baja
LINÉA 3,San Lázaro,21897.2,62442,35.06806316261491,Baja
LÍNEA 1,San Lázaro,16066.694915254237,62442,25.730589851789237,Baja
LNIEA 4,San Lázaro,21314.0,62442,34.13407642292047,Baja
LINEA  6,San Lázaro,31863.0,62442,51.02815412702988,Media
L6,Vallejo,6859.360828931329,13420,51.11297189963733,Media
LÍNEA 6,Vallejo,6246.8275462962965,13420,46.54864043439863,Baja
LINEA B2,Vallejo,8417.666666666666,13420,62.72478887232985,Media
LNIEA 4,Vallejo,6180.0,13420,46.050670640834575,Baja
LÍNEA 11,Vallejo,6540.0,13420,48.73323397913562,Baja
L-6,Vallejo,6898.166666666667,13420,51.402136115250876,Media
LINENA 1,Vallejo,9016.0,13420,67.1833084947839,Media
LIENA 5,Vallejo,1515.3333333333333,13420,11.291604570293094,Baja
LINEA  6,Vallejo,8079.0,13420,60.20119225037258,Media
LB,Villa De Aragón,13492.149359886202,31238,43.19146347360971,Baja
LINENA 1,Villa De Aragón,13599.0,31238,43.53351687047826,Baja
LÍNEA B,Villa De Aragón,10371.906818181818,31238,33.2028517132397,Baja
LINEA B2,Villa De Aragón,8263.5,31238,26.453358089506366,Baja
LIENA 5,Villa De Aragón,7786.0,31238,24.92477111210705,Baja
L-B,Villa De Aragón,12853.272727272728,31238,41.146272896064815,Baja
LINEA  6,Villa De Aragón,11913.333333333334,31238,38.137311394242055,Baja
LINÉA 3,Villa De Aragón,13277.5,31238,42.50432165951725,Baja
L2,Allende,31201.860440713535,81173,38.43871785041028,Baja
LNIEA 4,Allende,32112.666666666668,81173,39.56077349200678,Baja
LÍNEA 2,Allende,16101.916666666666,81173,19.836542528509067,Baja
LINENA 1,Allende,26542.0,81173,32.69806462740073,Baja
L-2,Allende,30410.4,81173,37.46368866495017,Baja
L7,Allende,13286.5,81173,16.36812733298018,Baja
LINEA  6,Allende,41067.0,81173,50.591945597674105,Media
LINEA B2,Allende,26532.0,81173,32.68574526012344,Baja
L1,Balderas,20079.416503800217,44117,45.5140116141175,Baja
L3,Balderas,9401.392799023597,44117,21.310136226451473,Baja
LÍNEA 1,Balderas,17423.74884259259,44117,39.49440996122264,Baja
L-3,Balderas,8095.142857142857,44117,18.349259598664588,Baja
L-1,Balderas,22799.625,44117,51.67990797198358,Media
LINEA B2,Balderas,13506.333333333334,44117,30.61480457268929,Baja
LÍNEA 3,Balderas,12779.31850117096,44117,28.966880116895886,Baja
LNIEA 4,Balderas,16914.166666666668,44117,38.33934008809907,Baja
LIENA 5,Balderas,14223.5,44117,32.240406192624164,Baja
LINENA 1,Balderas,10611.5,44117,24.05308611192964,Baja
LÍNEA 11,Balderas,13728.75,44117,31.1189564113607,Baja
LINEA  6,Balderas,7889.0,44117,17.88199560260217,Baja
L7,Balderas,14196.0,44117,32.178071945055194,Baja
LINÉA 3,Balderas,14220.25,44117,32.23303941791146,Baja
L1,Chapultepec,51053.58642678205,94863,53.818228842417014,Media
LÍNEA 1,Chapultepec,28822.376456876456,94863,30.383159352831406,Baja
LINEA B2,Chapultepec,52807.5,94863,55.66711995193068,Media
L-1,Chapultepec,57352.166666666664,94863,60.45788839343756,Media
LINÉA 3,Chapultepec,55006.666666666664,94863,57.9853754010169,Media
LÍNEA 11,Chapultepec,54232.5,94863,57.169286233831954,Media
L7,Chapultepec,56064.0,94863,59.099965212991364,Media
LNIEA 4,Chapultepec,63747.0,94863,67.19901331393694,Media
LINENA 1,Chapultepec,49450.5,94863,52.12833243730432,Media
LINEA  6,Chapultepec,28625.0,94863,30.175094610121967,Baja
LIENA 5,Chapultepec,42778.0,94863,45.09450470678769,Baja
L9,Ciudad Deportiva,7733.0276457883365,38042,20.32760539873912,Baja
L7,Ciudad Deportiva,7269.2,38042,19.10835392460964,Baja
LINÉA 3,Ciudad Deportiva,5467.0,38042,14.370958414384102,Baja
LÍNEA 9,Ciudad Deportiva,5498.4009163802975,38042,14.453501173388092,Baja
L-9,Ciudad Deportiva,12065.166666666666,38042,31.715384750188385,Baja
LIENA 5,Ciudad Deportiva,7141.0,38042,18.771357972766943,Baja
LINENA 1,Ciudad Deportiva,5650.0,38042,14.852005677934915,Baja
LINEA  6,Ciudad Deportiva,28786.0,38042,75.6689974238999,Media
LÍNEA 11,Ciudad Deportiva,4314.0,38042,11.340097786656852,Baja
L2,Cuatro Caminos,105631.01949238579,182989,57.72533840415861,Media
LINENA 1,Cuatro Caminos,116038.0,182989,63.41255485302395,Media
LÍNEA 2,Cuatro Caminos,50000.721830985916,182989,27.324441267500188,Baja
LÍNEA 11,Cuatro Caminos,106386.5,182989,58.13819409909885,Media
LIENA 5,Cuatro Caminos,84570.0,182989,46.21589275858112,Baja
LINEA  6,Cuatro Caminos,82175.75,182989,44.907480777533074,Baja
L-2,Cuatro Caminos,86612.8,182989,47.33224401466755,Baja
L7,Cuatro Caminos,101857.5,182989,55.66318193989803,Media
L2,Cuitláhuac,18480.01524700142,41611,44.41137018336839,Baja
LÍNEA 2,Cuitláhuac,11975.72426035503,41611,28.780188556763907,Baja
LINENA 1,Cuitláhuac,12075.0,41611,29.018769075484848,Baja
L-2,Cuitláhuac,18996.666666666668,41611,45.65299239784352,Baja
LINEA  6,Cuitláhuac,19070.0,41611,45.829227848405466,Baja
LNIEA 4,Cuitláhuac,14643.5,41611,35.19141573141717,Baja
L7,Cuitláhuac,16269.5,41611,39.09903631251352,Baja
LÍNEA 11,Cuitláhuac,21258.0,41611,51.087452836990224,Media
LINEA B2,Cuitláhuac,21337.25,41611,51.277907284131594,Media
L5,Eduardo Molina,6887.609410314362,13971,49.29933011462574,Baja
LÍNEA 5,Eduardo Molina,4645.937214611872,13971,33.25414941387068,Baja
L-5,Eduardo Molina,7711.666666666667,13971,55.19767136687901,Media
LIENA 5,Eduardo Molina,7435.0,13971,53.21737885620214,Media
LINÉA 3,Eduardo Molina,7813.0,13971,55.92298332259681,Media
LÍNEA 11,Eduardo Molina,2992.0,13971,21.41578985040441,Baja
LNIEA 4,Eduardo Molina,7668.0,13971,54.88511917543482,Media
LINENA 1,Eduardo Molina,6299.0,13971,45.08625008947105,Baja
L8,Escuadrón 201,22021.347516286645,43048,51.15533245745829,Media
LÍNEA 8,Escuadrón 201,16304.268041237114,43048,37.87462377169001,Baja
L-8,Escuadrón 201,20050.0,43048,46.5759152573871,Baja
LINENA 1,Escuadrón 201,26128.0,43048,60.695038097007995,Media
LINEA B2,Escuadrón 201,14024.0,43048,32.57758780895744,Baja
LINEA  6,Escuadrón 201,23248.0,43048,54.00483181564765,Media
LINÉA 3,Escuadrón 201,27081.0,43048,62.908845939416466,Media
LNIEA 4,Escuadrón 201,13090.0,43048,30.407916744099612,Baja
LIENA 5,Escuadrón 201,25546.25,43048,59.34363965805613,Media
L3,Hospital General,20892.19386303597,49887,41.87903434368867,Baja
LÍNEA 3,Hospital General,12759.822299651569,49887,25.577449635479322,Baja
LIENA 5,Hospital General,26241.0,49887,52.600877984244384,Media
L-3,Hospital General,16597.11111111111,49887,33.26941109128853,Baja
LNIEA 4,Hospital General,19843.0,49887,39.77589351935374,Baja
LÍNEA 11,Hospital General,17822.0,49887,35.72473790767134,Baja
L7,Hospital General,24325.0,49887,48.76019804758755,Baja
LINEA  6,Hospital General,10896.0,49887,21.84136147693788,Baja
LINENA 1,Hospital General,25620.0,49887,51.35606470623609,Media
L9,Jamaica,11210.997358797236,34312,32.67369246560165,Baja
L4,Jamaica,7061.799959464937,34312,20.581137676220965,Baja
L-9,Jamaica,9736.625,34312,28.37673408719981,Baja
LÍNEA 9,Jamaica,8811.77036199095,34312,25.68130788642734,Baja
L-4,Jamaica,7004.0,34312,20.41268360923292,Baja
LINEA  6,Jamaica,8544.6,34312,24.902657962228957,Baja
LÍNEA 4,Jamaica,5379.082080924855,34312,15.67697039206358,Baja
LIENA 5,Jamaica,10544.666666666666,34312,30.731716794901686,Baja
LINEA B2,Jamaica,6655.5,34312,19.397003963627885,Baja
L7,Jamaica,6521.0,34312,19.005012823501982,Baja
LÍNEA 11,Jamaica,7400.5,34312,21.568256003730475,Baja
LA,La Paz,35158.79111295681,64282,54.6946129755714,Media
LÍNEA A,La Paz,33430.32383124287,64282,52.005730735264734,Media
L-A,La Paz,34740.8,64282,54.04436700787157,Media
LINEA B2,La Paz,26157.0,64282,40.69101770324507,Baja
LINÉA 3,La Paz,39198.333333333336,64282,60.978708399448266,Media
L7,La Paz,28070.0,64282,43.666967424784545,Baja
LINEA  6,La Paz,32532.0,64282,50.608257365981146,Media
LÍNEA 11,La Paz,40219.0,64282,62.566503842444234,Media
LNIEA 4,La Paz,29302.666666666668,64282,45.5845597004864,Baja
L8,La Viga,6886.273063488802,14081,48.904716025060736,Baja
LÍNEA 11,La Viga,6510.666666666667,14081,46.23724640768885,Baja
LÍNEA 8,La Viga,5315.3245412844035,14081,37.74820354580217,Baja
L-8,La Viga,6128.0,14081,43.51963638946098,Baja
L7,La Viga,7931.5,14081,56.32767559122222,Media
LINEA  6,La Viga,6736.0,14081,47.83751154037355,Baja
LINEA B2,La Viga,6318.0,14081,44.86897237412116,Baja
LIENA 5,La Viga,4252.0,14081,30.19671898302677,Baja
LINEA 12,Lomas Estrella,9092.258171912832,16871,53.89282302123664,Media
LINEA  6,Lomas Estrella,7873.0,16871,46.665876355876954,Baja
LÍNEA 12,Lomas Estrella,4453.669491525424,16871,26.39837289743005,Baja
LINÉA 3,Lomas Estrella,8601.0,16871,50.98097326773754,Media
LINENA 1,Lomas Estrella,12100.0,16871,71.72070416691363,Media
LIENA 5,Lomas Estrella,5139.0,16871,30.460553612708196,Baja
LINEA 12,Mixcoac,12717.818505338078,44409,28.637930386493903,Baja
L7,Mixcoac,20984.0549898167,44409,47.25180704320453,Baja
L-7,Mixcoac,20242.81818181818,44409,45.582693106843614,Baja
LÍNEA 7,Mixcoac,18876.663594470047,44409,42.50639193512587,Baja
LIENA 5,Mixcoac,26566.666666666668,44409,59.82270861011657,Media
LINEA  6,Mixcoac,19689.0,44409,44.33560764709856,Baja
LINÉA 3,Mixcoac,19124.666666666668,44409,43.06484421326008,Baja
LÍNEA 11,Mixcoac,18736.2,44409,42.19009660204013,Baja
LÍNEA 12,Mixcoac,6928.701195219123,44409,15.602020300432622,Baja
LINENA 1,Mixcoac,19800.0,44409,44.585556981692896,Baja
LINEA B2,Mixcoac,11641.333333333334,44409,26.213905589707792,Baja
LNIEA 4,Mixcoac,26766.0,44409,60.27156657434304,Media
L8,Obrera,13110.157797411137,26204,50.031131878381686,Media
LÍNEA 8,Obrera,10366.467576791809,26204,39.560630349533696,Baja
L-8,Obrera,12446.857142857143,26204,47.49983644808862,Baja
L7,Obrera,11164.0,26204,42.604182567546935,Baja
LINÉA 3,Obrera,13702.75,26204,52.29258891772248,Media
LIENA 5,Obrera,12125.0,26204,46.27156159364982,Baja
LINEA  6,Obrera,13597.0,26204,51.889024576400544,Media
LINEA B2,Obrera,15054.5,26204,57.45115249580217,Media
LINENA 1,Obrera,21758.0,26204,83.03312471378416,Alta
LÍNEA 11,Obrera,7457.0,26204,28.457487406502825,Baja
L1,Salto Del Agua,21225.630103185285,57832,36.70222386081285,Baja
L8,Salto Del Agua,16094.38383838384,57832,27.829547375819335,Baja
L-1,Salto Del Agua,23679.25,57832,40.944892101258816,Baja
LINEA B2,Salto Del Agua,20132.25,57832,34.811609489555956,Baja
LÍNEA 1,Salto Del Agua,13057.585635359115,57832,22.578478412226993,Baja
L-8,Salto Del Agua,15579.0,57832,26.938373218979113,Baja
LÍNEA 11,Salto Del Agua,15122.5,57832,26.14901784479181,Baja
LÍNEA 8,Salto Del Agua,14435.901376146789,57832,24.961788242057665,Baja
L7,Salto Del Agua,16391.0,57832,28.34244017153133,Baja
LNIEA 4,Salto Del Agua,18240.666666666668,57832,31.54078480195509,Baja
LINÉA 3,Salto Del Agua,21173.5,57832,36.61208327569512,Baja
LIENA 5,Salto Del Agua,19206.5,57832,33.210852123391895,Baja
LINEA  6,Salto Del Agua,18774.5,57832,32.46386083829022,Baja
LINENA 1,Salto Del Agua,21455.333333333332,57832,37.099414395720935,Baja
L2,Tasqueña,75412.83598950978,153565,49.10808842477764,Baja
L-2,Tasqueña,75261.125,153565,49.009295737961125,Baja
LÍNEA 2,Tasqueña,52245.64380264741,153565,34.021843390516985,Baja
LIENA 5,Tasqueña,57594.4,153565,37.50490020512487,Baja
LNIEA 4,Tasqueña,53641.0,153565,34.93048546218213,Baja
LINÉA 3,Tasqueña,96232.0,153565,62.665320873897045,Media
LINENA 1,Tasqueña,58412.5,153565,38.03763878487937,Baja
LINEA  6,Tasqueña,102687.0,153565,66.86875264545958,Media
L5,Terminal Aérea,15588.237446635496,31674,49.21461592042526,Baja
L-5,Terminal Aérea,16604.88888888889,31674,52.42435085208338,Media
LÍNEA 11,Terminal Aérea,17600.0,31674,55.56607943423628,Media
LIENA 5,Terminal Aérea,9494.0,31674,29.97411125844541,Baja
LINEA B2,Terminal Aérea,16175.0,31674,51.06712129822567,Media
LÍNEA 5,Terminal Aérea,14374.036866359447,31674,45.38118604015738,Baja
LINÉA 3,Terminal Aérea,13386.5,31674,42.26337058786386,Baja
LINENA 1,Terminal Aérea,17821.333333333332,31674,56.26486497863652,Media
L7,Terminal Aérea,17487.0,31674,55.20931994695965,Media
LINEA  6,Terminal Aérea,16164.0,31674,51.03239249857927,Media
L8,Apatlaco,12880.481255093724,27363,47.07262089351944,Baja
LÍNEA 8,Apatlaco,9879.616081540204,27363,36.10574893666704,Baja
L-8,Apatlaco,13689.75,27363,50.03015020282864,Media
LIENA 5,Apatlaco,11760.0,27363,42.97774366845741,Baja
LINÉA 3,Apatlaco,10539.0,27363,38.5155136498191,Baja
L7,Apatlaco,11339.666666666666,27363,41.44160606171351,Baja
LINEA B2,Apatlaco,14203.0,27363,51.90585827577385,Media
LINENA 1,Apatlaco,11016.0,27363,40.258743558820306,Baja
LNIEA 4,Apatlaco,7111.0,27363,25.987647553265358,Baja
L7,Auditorio,29617.476170827314,104369,28.37765636427226,Baja
LINEA B2,Auditorio,31188.5,104369,29.882915425078327,Baja
LÍNEA 11,Auditorio,25974.0,104369,24.886700073776698,Baja
L-7,Auditorio,28850.625,104369,27.642906418572565,Baja
LINÉA 3,Auditorio,29919.0,104369,28.66655807759009,Baja
LÍNEA 7,Auditorio,20157.22488584475,104369,19.313421500488413,Baja
LINEA  6,Auditorio,38838.0,104369,37.21219902461459,Baja
LIENA 5,Auditorio,26987.0,104369,25.85729479059874,Baja
LINENA 1,Auditorio,30565.0,104369,29.285515814082725,Baja
L7,Barranca Del Muerto,36232.96131134189,78414,46.207260580179415,Baja
LÍNEA 7,Barranca Del Muerto,23017.939772727274,78414,29.35437520433503,Baja
